cik,name,year,Assets,NetIncomeLoss,Revenues,gvkey,lobbying_spend,roa
6281,ANALOG DEVICES INC,2019,20438366000.0,1506980000.0,2424514000.0,12216.0,,0.07373290017411373
6281,ANALOG DEVICES INC,2020,21392641000.0,1363011000.0,2987542000.0,12216.0,,0.06371401268314651
6284,ANALOGIC CORP,2012,343671000.0,5296000.0,151011000.0,1633.0,,0.015410086972715184
6951,APPLIED MATERIALS INC /DE,2010,10943345000.0,960746000.0,8129240000.0,1704.0,,0.08779271785729136
6951,APPLIED MATERIALS INC /DE,2011,419000000.0,476000000.0,768000000.0,1704.0,,1.136038186157518
6951,APPLIED MATERIALS INC /DE,2012,459000000.0,1926000000.0,2093000000.0,1704.0,,4.196078431372549
6951,APPLIED MATERIALS INC /DE,2013,513000000.0,289000000.0,863000000.0,1704.0,,0.5633528265107213
6951,APPLIED MATERIALS INC /DE,2014,513000000.0,183000000.0,2023000000.0,1704.0,,0.3567251461988304
6951,APPLIED MATERIALS INC /DE,2015,183000000.0,1377000000.0,9072000000.0,1704.0,,7.524590163934426
6951,APPLIED MATERIALS INC /DE,2016,14588000000.0,1072000000.0,848000000.0,1704.0,,0.07348505621058404
6951,APPLIED MATERIALS INC /DE,2017,14570000000.0,1377000000.0,615000000.0,1704.0,,0.0945092656142759
6951,APPLIED MATERIALS INC /DE,2018,19419000000.0,1721000000.0,2589000000.0,1704.0,,0.08862454297337659
6951,APPLIED MATERIALS INC /DE,2019,19024000000.0,698000000.0,4087000000.0,1704.0,,0.036690496215306984
6951,APPLIED MATERIALS INC /DE,2020,22353000000.0,2706000000.0,2504000000.0,1704.0,,0.12105757616427325
6955,ACTUANT CORP,2011,2056681000.0,111559000.0,1117625000.0,,,0.05424224758239124
6955,ACTUANT CORP,2012,667550000.0,41382000.0,392799000.0,,,0.06199086210770729
6955,ACTUANT CORP,2013,1695433000.0,37174000.0,422620000.0,,,0.021925962276303456
6955,ACTUANT CORP,2014,2266420000.0,28435000.0,422620000.0,,,0.01254621826492883
6955,ACTUANT CORP,2015,-4630580000.0,-49000000.0,158836000.0,,,0.010581827762396936
6955,ACTUANT CORP,2016,2201799000.0,-105174000.0,385476000.0,,,-0.047767303009947776
6955,ACTUANT CORP,2017,157429000.0,-17213000.0,143517000.0,,,-0.10933817784525088
